cores,cpu_speed
6,6.29
6,6.29
6,6.29
6,6.29
6,6.29
6,6.29
6,6.29
6,6.29
6,6.29
6,6.29
6,6.29
6,6.29
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.18
16,6.09
16,6.09
16,6.09
16,6.09
16,6.09
16,6.09
16,6.09
16,6.09
16,6.09
16,6.09
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
8,5.99
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.92
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
4,5.83
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
6,5.73
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
4,5.71
8,5.58
8,5.58
8,5.58
8,5.58
8,5.58
8,5.58
8,5.58
8,5.58
8,5.58
8,5.58
8,5.58
8,5.58
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
8,5.53
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
6,5.51
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
8,5.47
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
16,5.46
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
31,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.42
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
6,5.4
6,5.4
6,5.4
6,5.4
6,5.4
6,5.4
6,5.4
6,5.4
6,5.4
6,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
8,5.4
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
12,5.38
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
6,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.35
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
16,5.34
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
23,5.32
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.29
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
4,5.28
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
6,5.27
23,5.26
23,5.26
23,5.26
23,5.26
23,5.26
23,5.26
23,5.26
23,5.26
23,5.26
23,5.26
23,5.26
23,5.26
8,5.26
8,5.26
8,5.26
8,5.26
8,5.26
8,5.26
8,5.26
8,5.26
8,5.26
8,5.26
8,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
16,5.26
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
17,5.22
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
16,5.2
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.18
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
12,5.15
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.11
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.09
16,5.07
16,5.07
16,5.07
16,5.07
16,5.07
16,5.07
16,5.07
16,5.07
16,5.07
16,5.07
16,5.07
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
4,5.05
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
6,5.01
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
8,5.0
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
32,4.99
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.98
12,4.96
12,4.96
12,4.96
12,4.96
12,4.96
12,4.96
12,4.96
12,4.96
12,4.96
12,4.96
6,4.95
6,4.95
6,4.95
6,4.95
6,4.95
6,4.95
6,4.95
6,4.95
6,4.95
6,4.95
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
16,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
6,4.87
16,4.87
16,4.87
16,4.87
16,4.87
